id,ratio
B7Z4Q3,0.079005534
B7Z5U5,-0.163627539
B7Z5W1,-0.278817403
B7Z5Z2,0.053433815
B7Z765,0.281105785
B7Z8T0,0.111570404
B7Z8Y7,0.13106043
B7Z9S8,-0.129217064
B7ZAQ6,0.018308061
B7ZC06,-0.162338958
B7ZC38,-0.060047384
B7ZKM8,0.044687197
B7ZKT7,0.003408784
B7ZLX3,-0.213751646
B7ZM82,0.140825544
B8ZZ87,-0.09936254
B8ZZC8,0.179857808
B8ZZD4,0.014922239
B8ZZJ1,0.065400468
B8ZZN6,0.148976611
B9A001,-0.155231116
B9EG97,0.068256438
B9EGP5,-0.010350188
C0LZJ3,0.029794232
C9IZQ1,-0.000865357
C9J154,0.044062338
C9J2F8,-0.050606174
C9J2K4,0
C9J3F9,-0.187767747
C9J3L7,-0.001586092
C9J6P4,0.076980164
C9J798,0.811371199
C9J837,0.016453631
C9JA75,-0.085152681
C9JC87,0.076721487
C9JCB3,0.059855806
C9JCC6,0.042085401
C9JCN2,-0.096396804
C9JE52,0.093170961
C9JEH3,-0.080384787
C9JEJ2,0.197252564
C9JGA8,-0.011495639
C9JHH8,0.224688132
C9JHY2,0.149312573
C9JI13,-0.001874286
C9JIF9,-0.078746447
C9JIU8,-0.099093179
C9JJ19,-0.10259095
C9JJN9,0.018819544
C9JKC4,-0.222557291
C9JLW8,-0.045303168
C9JP52,-0.00273852
C9JPG0,-0.143915803
C9JQJ0,0.118789598
C9JRZ6,-0.009203827
C9JS35,0.065249516
C9JU51,0.189055176
C9JUT5,0.012169823
C9JV30,-0.239520247
C9JWM7,0.205530066
C9JWS1,0.065445757
C9JX46,0.080545498
C9JYJ4,-0.04879418
C9JYP6,0.15121784
C9JZA1,-0.113300436
C9K0J5,-0.078473209
C9K0X5,-0.040541794
D2IYK5,0.126375762
D3DRA3,0.11575376
D3DVS1,0.373402
D3YTA9,-0.036608829
D3YTI5,-0.046560906
D4PHA4,0.061134611
D6RAM1,0.124424366
D6REA1,0.224334152
D6RER5,0.058367802
D6REX3,0.096128756
D6RGV5,-0.146915848
D6RH22,0.261811519
D9YZV3,0.38283319
E2QC23,-0.046979908
E2QRD5,0.169663537
E5RG31,0.448981167
E5RJF8,-0.038717108
E7EM95,-0.255440305
E7EMF9,0.006130032
E7EMK3,-0.209765266
E7EN00,0.110308415
E7ENA8,0.091094886
E7ENH3,-0.234010733
E7ENH9,-0.033370138
E7ENI0,0.061164715
E7ENT2,-0.410123978
E7ENU4,0.073271825
E7EP23,-0.133300476
E7EP37,-0.253626278
E7EP74,0.06303234
E7EPF0,-0.044883678
E7EPF7,0.020384344
E7EPK6,-0.003890027
E7EPK9,0.18805226
E7EPL3,0.028381037
E7EPS0,-0.156784908
E7EPT4,0.044419367
E7EQ34,0.118523315
E7EQ40,0.004103083
E7EQ45,-0.0739573
E7EQD5,-0.082157559
E7EQI5,0.336099817
E7EQN6,-0.078336571
E7EQR8,0.164221415
E7EQZ4,-0.029700234
E7EQZ9,0.087948029
E7ER46,0.142671848
E7ER66,0.017358646
E7ER89,-0.207518077
E7ER94,-0.09990111
E7ERF5,0.122789744
E7ERL9,-0.464250034
E7ERS3,0.126454503
E7ERV0,0.479069912
E7ES43,-0.038997979
E7ES52,0.027277941
E7ESA6,-0.129217064
E7ESC7,-0.16748639
E7ESJ3,0.135364151
E7ESL0,-0.104873377
E7ESY9,-0.119156942
E7ESZ7,-0.083655897
E7ETA6,0.03842112
E7ETD3,0.150577133
E7ETS0,-0.006190289
E7ETS5,-0.250355272
E7ETS8,0.098011344
E7ETU7,-0.071350804
E7ETY2,0.318092024
E7EU22,0.061661508
E7EUE2,0.276642403
E7EUT4,-0.153545952
E7EUT7,-0.065848003
E7EUU4,-0.046840254
E7EUY8,-0.082975027
E7EV01,-0.047119549
E7EV46,0.383548197
E7EVA0,0.162234332
E7EVF4,-0.169283661
E7EVK3,-0.120750053
E7EVR4,0.146179961
E7EVU8,-0.074231394
E7EVW0,0.122789744
E7EW20,0.120294234
E7EW86,0.082896731
E7EWM8,-0.440208075
E7EWW0,-0.354677829
E7EWZ9,0.009480736
E7EX17,0.104433684
E7EX90,0.052326363
E7EXB6,0.148528782
E9PAL9,-0.106214296
E9PAM1,-0.225891862
E9PAU2,0.068316943
E9PAV2,-0.012497163
E9PAV3,-0.039138394
E9PAV7,-0.038576651
E9PB02,-0.001153695
E9PB12,-0.190804468
E9PB61,0.192496694
E9PBC2,-0.094776557
E9PBC6,-0.118758389
E9PBD4,0.029440803
E9PBM3,-0.105409894
E9PBQ3,0.064464819
E9PBS3,-0.101784524
E9PC47,0.005188594
E9PC69,-0.057692867
E9PC75,-0.202887833
E9PC97,0.03029507
E9PCQ2,0.243420728
E9PCR4,-0.131194352
E9PCR8,0.182655076
E9PCS5,0.050412776
E9PCS7,0.194344336
E9PCT1,0.149792655
E9PCW1,-0.028286243
E9PD64,0.523690903
E9PD65,0.177930686
E9PDH7,-0.041523362
E9PDJ3,0.074304339
E9PDR0,-0.159500022
E9PEB9,-0.318808503
E9PEH3,0.052625591
E9PEN8,-0.031677496
E9PER1,-0.052555009
E9PES1,-0.090040415
E9PES4,-0.103933991
E9PF26,0.065551436
E9PF86,-0.091124334
E9PF99,-0.03885755
E9PFA1,-0.075874867
E9PFA8,0.133986196
E9PFC7,0.224570129
E9PFZ5,0.058818551
E9PG19,-0.040682059
E9PG87,0.130855058
E9PG89,0.417733047
E9PGC8,0.280685113
E9PGF5,-0.098823768
E9PGM8,-0.001874286
E9PGS1,0.044077212
E9PGT1,0.032905189
E9PGU1,-0.305795461
E9PGZ2,0.117896962
E9PH94,-0.312432837
E9PHK9,0.124849042
E9PHM7,0.437525542
E9PHR7,0.074668932
E9PHV5,0.151490226
E9PHW3,0.074638546
E9PHX5,0.03209363
E9PHX7,-0.05004888
E9PJD7,-0.09423607
E9PK25,0.102558192
E9PKC0,0.146419462
E9PKD1,-0.081339627
E9PL17,0.020530674
E9PL24,-0.115832299
E9PL57,0.074577775
E9PL72,-0.150949541
E9PLN8,-0.11196609
E9PLY5,0.154505935
E9PM46,-0.081475982
E9PMC2,-0.09017595
E9PMP7,0.289915439
E9PN11,0.042382512
E9PNI7,0.399692181
E9PNP3,0.158670905
E9PPM1,0.857364375
E9PPU0,0.198443985
E9PQG7,0.029588055
E9PQY2,-0.011638756
E9PQZ8,0.109265381
E9PR17,-0.055056793
E9PR30,-0.047398789
E9PRG8,-0.234746552
E9PRY8,-0.117695043
E9PSI1,0.213018971
F2Z2J9,-0.008773707
F2Z2U4,0.020311185
F2Z2W7,-0.001586092
F2Z2X4,0.000880312
F2Z317,0.522923705
F5GWF1,-0.211635253
F5GWP8,0.24990807
F5GWR5,-0.060739158
F5GWR8,0.185785937
F5GWX3,0.175338037
F5GWY5,-0.151079473
F5GX28,0.156964869
F5GX74,0.044419367
F5GX82,-0.123533772
F5GXA6,0.430158971
F5GXC3,-0.02474519
F5GXJ4,0.058097421
F5GY05,-0.113567157
F5GY24,-0.072586047
F5GYQ1,-0.022758398
F5GYQ5,0.061360401
F5GYW3,-0.149519521
F5GYX8,-0.047538389
F5GZ02,0.188578293
F5GZ51,0.118037868
F5GZ78,0.020955115
F5GZA2,0.710448791
F5GZE1,0.343439562
F5GZN0,-0.080930488
F5GZX4,-0.127104965
F5H012,0.172327284
F5H025,0.276677356
F5H029,0.664882667
F5H049,0.428488218
F5H098,-0.096396804
F5H0B0,-0.047119549
F5H0C4,-0.100977648
F5H0G2,-0.089226942
F5H0L1,-0.086376168
F5H0R1,0.310146235
F5H0Z5,-0.141694362
F5H156,-0.242693958
F5H1E9,0.12481758
F5H1U2,-0.034919984
F5H1U9,-0.114100452
F5H1X8,-0.162210036
F5H1Y4,-0.120484657
F5H1Z7,-0.062950609
F5H269,0.059946038
F5H288,0.133131575
F5H299,2.620334682
F5H2A4,0.400891722
F5H2M7,-0.011781859
F5H2R7,-0.085016673
F5H2X7,0.044791366
F5H3A1,-0.047119549
F5H3P2,0.043482354
F5H3W9,0.114816134
F5H4C0,-0.138683428
F5H4D0,0.033997827
F5H4E6,0.013174065
F5H4K0,0.116691997
F5H4L0,-0.109694865
F5H4R0,0.201592745
F5H527,0.298761472
F5H569,0.218699045
F5H5P2,-0.285698126
F5H604,-0.027861775
F5H619,-0.046421211
F5H620,0.054587066
F5H6B8,0.127399726
F5H6K1,-0.077926579
F5H6T3,0.039740376
F5H7I1,-0.330902541
F5H7K4,0.343988804
F5H7P6,-0.065985829
F5H874,0.018775695
F5H8A7,-0.340163443
F5H8B1,-0.278698482
F5HFY4,-0.003602237
F6SH78,0.009625964
F6SYF8,0.441771557
F6TDL0,-0.038436182
F6WH68,-0.174150712
F6XEV2,0.007840675
F6XS94,-0.085424656
F6XY72,-0.056722242
F8VNW9,0.122302859
F8VPJ2,0.03773973
F8VQ24,1.382062133
F8VQD4,0.663785177
F8VQP3,0.081232151
F8VV08,-0.07231164
F8VV59,0.055951189
F8VVA7,0.064947659
F8VVS7,-0.459011864
F8VWL3,0.187575708
F8VWT9,0.049875037
F8VX10,0.077375877
F8VYA6,0.045773905
F8W034,-0.284987847
F8W0Q9,0.001891169
F8W130,-0.087055435
F8W1H5,0.055546315
F8W6M3,-0.176705738
F8W6V6,0.003437707
F8W727,-0.072723231
F8W752,-0.073683154
F8W755,0.055051623
F8W7C3,0.376208037
F8W7I7,0.079904917
F8W7X5,-0.006477564
F8W8D3,-0.176322773
F8W8J7,-0.113833829
F8W8U5,0.448626721
F8W8Y7,0.065098579
F8W930,-0.150429698
F8W9A1,-0.070801468
F8W9H1,-0.01592569
F8W9L8,0.448292046
F8WA38,-0.358058618
F8WA39,-0.028286243
F8WA56,0.078411334
F8WA69,0.14450457
F8WAD0,0.174002766
F8WBZ9,0.070118127
F8WCA0,-0.282617721
F8WCA3,0.036229969
F8WCP6,7.21E-05
F8WCS9,0.005956182
F8WCY5,0.066518005
F8WD04,0.190865478
F8WEA9,0.168041711
F8WEC0,0.103937449
G3V0I6,0.076219481
G3V110,-0.062398064
G3V138,0.059494937
G3V151,-0.612116552
G3V180,0.004754292
G3V1A6,-0.009490503
G3V1C4,-0.08024833
G3V1K3,0.395738861
G3V1L9,0.061601281
G3V1M7,0.179955866
G3V1N1,0.080347193
G3V1P6,-0.173511248
G3V1S2,0.031739638
G3V1S3,0.112474729
G3V1Z5,0.053463758
G3V2J9,-0.148999163
G3V2U7,0.09398683
G3V325,0.060833614
G3V3D1,0.076782348
G3V3F1,0.005203073
G3V3G9,-0.126708602
G3V4A5,-0.008343459
G3V4K3,-0.140909507
G3V599,-0.307778227
G3V5N8,-0.010779839
G3V5T0,-0.190045887
G3V5T9,0.116488661
G3XAB1,-0.033792989
G3XAI2,0.092247892
G3XAJ0,-0.354677829
G3XAN8,-0.200629898
G5E927,-0.114100452
G5E934,-0.040682059
G5E947,0.072725499
G5E948,-0.092883966
G5E949,0.179678052
G5E9B6,-0.109427427
G5E9G8,-0.204015477
G5E9I4,0.334188853
G5E9K7,0.050114007
G5E9M5,-0.008917095
G5E9P3,-0.114766793
G5E9Q2,-0.013212111
G5E9Q6,-0.229464873
G5E9Y2,-0.041102772
G5EA00,0.115066108
G5EA09,0.707124037
G5EA30,0.016220171
G8JL86,0.110168262
G8JLA2,0.035106075
G8JLA9,0.027042723
G8JLB6,0.016599563
G8JLC6,0.114691163
G8JLH6,-0.266396773
G8JLL9,0.088438794
G8JLN3,0.016234761
H0Y2S9,-0.321697245
H0Y2T3,-0.258579224
H0Y2X8,0.240827118
H0Y3A6,-0.083655897
H0Y3F5,-0.690282989
H0Y3M2,0.11990225
H0Y3Y8,0.303614397
H0Y4E8,-0.109293689
H0Y4G9,0.42678061
H0Y4V7,-0.190551652
H0Y4V9,-0.114766793
H0Y5B0,-0.175428791
H0Y6A0,-0.448478121
H0Y7A7,-0.059770581
H0Y886,0.007405573
H0Y8C2,-0.564719594
H0Y9X1,-0.138028045
H0YAA8,-0.027861775
H0YAR2,-0.407950917
H0YCD4,-0.001009533
H0YDI9,-0.049351959
H0YE88,0.27858359
H0YF29,0.013013922
H0YFJ8,0.463071799
H0YG33,-0.083519749
H0YG49,0.086614606
H0YGP4,0.265361907
H0YHG0,-0.005184376
H0YI09,-0.086376168
H0YIS7,0.293783327
H0YIV9,0.06712244
H0YL33,-0.004609253
H0YLP2,0.110448581
H0YMV8,0.0249862
H0YNJ6,-0.120882733
H0YNQ7,0.143197521
H3BLZ8,0.044687197
H3BM74,-0.200880954
H3BMF4,0.341811372
H3BND4,-0.016353684
H3BNR7,-0.066399229
H3BP77,0.170442661
H3BQ05,0.046459101
H3BQF6,-0.131984509
H3BQK9,0.084563235
H3BRC1,-0.056444801
H3BRJ5,-0.145873062
H3BRN4,0.196359643
H3BST1,-0.522758841
H3BSW6,-0.234501321
H3BUT6,-0.028852006
H7BXC6,0.113301591
H7BXD2,0.272140521
H7BXI4,0.158059075
H7BY36,0.088377439
H7BY58,-0.10608026
H7BYM7,0.0747449
H7BYW0,0.004233301
H7BYY1,-0.127897364
H7BYY3,-0.068189259
H7BZ14,0.209928632
H7BZR0,0.01503886
H7C0C1,0.316438278
H7C0N4,0.14830492
H7C0S8,0.103348392
H7C1N3,0.148017149
H7C215,0.218212263
H7C2Q8,-0.082975027
H7C561,0.132625372
H9KV44,-0.120882733
H9KV58,0.107103876
H9KV75,0.278688593
H9KVB4,0.503322911
O00115,0.231514991
O00116,-0.096126889
O00124,0.403618196
O00139-4,0.027204431
O00148,0.085879451
O00151,0.244753472
O00154-4,-0.009203827
O00161,-0.073271836
O00165,0.129639226
O00170,0.08425731
O00178,-0.10701825
O00186,-0.024886999
O00192,-0.446362112
O00193,-0.075327251
O00194,-0.01948843
O00203,0.052730335
O00213-2,-0.161565256
O00214-2,0.050980607
O00217,-0.103262627
O00220,-0.394514142
O00221,-0.131984509
O00231,-0.051441711
O00232,-0.058524312
O00233,-0.12763328
O00244,0.062233785
O00255,0.098629122
O00257,0.475635376
O00264,-0.030265443
O00267,0.002787092
O00268,-0.085696581
O00273,-0.094641454
O00287,1.015870052
O00291,0.001616724
O00299,-0.076832696
O00308,-0.146524891
O00311,-0.004896843
O00330,-0.261229909
O00339,0.712054961
O00399,0.042635104
O00401,-0.001874286
O00409,0.672519571
O00410-3,-0.04082231
O00411,-0.013640911
O00418,-0.245252252
O00422,-0.02474519
O00425,-0.218471211
O00429,-0.112366523
O00429-4,-0.168770384
O00442,0.162815634
O00443,-0.06681251
O00458,0.02058921
O00459,-0.182819402
O00461,0.262642046
O00463,0.407420974
O00468,0.232446893
O00469-2,0.180413558
O00470,0.110775689
O00471,0.086507372
O00472,0.316617942
O00479,-0.100304906
O00483,-0.012497163
O00487,-0.101112158
O00488,0.028631189
O00499-2,0.261655848
O00505,-0.061845307
O00506,0.130807669
O00507,0.315935341
O00522,0.137028955
O00541,-0.101784524
O00560,-0.166329818
O00562,-0.235972083
O00566,-0.113967146
O00567,-0.095181789
O00571,-0.074094354
O00622,-0.168385305
O00625,-0.134089481
O00629,-0.1212807
O00635,0.647625642
O00716,0.003206343
O00743,-0.074094354
O00748,0.228689079
O00750,-0.126972856
O00754,0.100468574
O00762,-0.152118504
O00764,-0.055056793
O00767,0.085772272
O14497,0.117505629
O14519,0.012897465
O14523,-0.084200362
O14524,0.144105954
O14530,0.006956106
O14531,0.594639298
O14544,-0.258820397
O14545,0.104588793
O14548,-0.213876043
O14561,-0.341302653
O14562,-0.178873958
O14578-4,-0.073820233
O14579,-0.000576963
O14593,0.050397836
O14602,-0.035905384
O14613,0.651269013
O14617-5,0.030457144
O14618,-0.2310637
O14628,0.065717519
O14640,-0.041383179
O14641,-0.017779413
O14646,0.062248848
O14647,-0.07819992
O14656,0.026851637
O14657,0.120937317
O14662-2,-0.220701417
O14672,-0.003746139
O14678,0.188233062
O14681,-0.034919984
O14686-3,0.055231491
O14715,0.065959128
O14727,-0.051163253
O14730,-0.03745251
O14733-3,-0.09071796
O14734,0.070239295
O14737,0.020940477
O14744,-0.028710586
O14745,0.035934123
O14746,-0.288417627
O14757,-0.032806145
O14763,0.105845787
O14772,0.09157135
O14773,0.119447683
O14775,0.259633657
O14776,-0.02219024
O14777,-0.089633736
O14786,0.48582218
O14802,-0.01948843
O14818,0.000735962
O14828,0.110323988
O14841,0.284141764
O14867,-0.067638717
O14874,-0.115565996
O14880,0.266801869
O14893,-0.009633819
O14896,-0.381394132
O14907,-0.111031312
O14908,0.070966521
O14920,0.152676508
O14924,0.024707326
O14925,-0.16774328
O14929,-0.062812492
O14933,0.51622291
O14936,0.036126416
O14939,0.080530243
O14949,-0.228480098
O14950,0.024766032
O14964,0.086675885
O14965,-0.035201596
O14966,0.370750639
O14967,-0.368600747
O14972,-0.363787841
O14974,0.01700825
O14975,0.245163795
O14976,-0.078883047
O14979,0.020794105
O14980,-0.040682059
O14981,0.0185857
O15013,-0.075190314
O15014,-0.033933911
O15020,-0.895845469
O15027-5,0.068105187
O15031,-0.021053252
O15037,0.246190112
O15040,-0.119820952
O15042-2,0.000634926
O15047,-0.02672925
O15056,0.183490401
O15061,0.182474972
O15062,1.161524169
O15063,-0.137110008
O15066,-0.060739158
O15067,-0.028144768
O15069,0.27433736
O15078,0.004160956
O15083,0.040853046
O15084,-0.121148056
O15085-2,0.221892374
O15091,-0.257252053
O15111,-0.080521232
O15116,0.037221497
O15118,-0.137503524
O15119,0.310414566
O15120,0.01568044
O15121,-0.065572312
O15126,-0.031395196
O15127,-0.04194383
O15143,0.181574786
O15144,0.21091348
O15145,0.2817721
O15156,0.461700236
O15160,-0.089633736
O15164,1.174751668
O15173,0.143500269
O15211,-0.14574266
O15212,-0.005184376
O15213,-0.13066734
O15228,0.179204258
O15230,0.287694769
O15231-3,-0.226261894
O15234,0.138298668
O15235,-0.087327052
O15254,0.010395917
O15260,0.033288995
O15265-2,-0.163369914
O15269,-0.120086471
O15270,-0.09396575
O15287,-0.007339046
O15294,0.071921562
O15297,0.228570749
O15304,-0.169155359
O15305,0.025808457
O15318,-0.134878054
O15327,-0.19761381
O15344,-0.040401515
O15347,0.075094407
O15350,0.696938222
O15355,0.126423006
O15357,0.043333677
O15360,-0.084472517
O15371,-0.074916402
O15372,-0.033229161
O15379-2,0.180691513
O15381,0.095820369
O15382,-0.047119549
O15391,0.506229714
O15392,-0.048096653
O15397,0.018118128
O15400,-0.130008304
O15427,-0.251325232
O15439,-0.140255134
O15440,-0.471135424
O15446,0.083767966
O15460-2,0.3995209
O15498,-0.062259894
O15504,-0.064331046
O15511,0.302012727
O15514,0.028116217
O15523,0.170393954
O15525,-0.321466359
O15530,0.029205232
O15533-3,0.469270005
O15541,-0.060047384
O15550,0.009451692
O43143,-0.009060468
O43148-2,0.034928698
O43149,-0.013212111
O43150-2,0.089175254
O43156,-0.042504263
O43159,0.059705433
O43164,-0.068464451
O43166-2,0.246994572
O43167,-0.552770524
O43169,0.059645288
O43172,0.046578299
O43175,0.095820369
O43181,-0.139076515
O43184,0.380202009
O43189,0.308662377
O43194,0.360601114
O43237,-0.086240276
O43242,-0.013640911
O43251-8,0.0815527
O43252,-0.168770384
O43264,-0.010063683
O43286,0.220715062
O43290,-0.023326332
O43292,0.038287779
O43293,0.067061985
O43294,0.637558166
O43299,-0.007482576
O43301,0.374729511
O43303,-0.03040671
O43306,0.141159614
O43310-2,0.147361883
O43318-2,-0.150299708
O43324,-0.064193062
O43353,-0.191436315
O43379,0.035741855
O43390,0.092555516
O43395,0.103797914
O43396,0.03655547
O43402,0.004464829
O43422,-0.05046687
O43426,0.063951979
O43427,0.060021235
O43439-4,0.335462548
O43447,0.009248402
O43463,0.015782536
O43464,0.013144947
O43482,-0.115832299
O43488,-0.072037181
O43491,-0.329869872
O43493,0.085404863
O43502,0.149056595
O43504,-0.121413331
O43505,-0.020057652
O43513,-0.070664101
O43520,-0.115033243
O43524,0.101520744
O43542,0.135475079
O43572,0.028851948
O43583,0.100174723
O43592,0.046220735
O43598,-0.175556536
O43615,-0.172743517
O43617,0.097285794
O43633,0.104061492
O43639,-0.134746655
O43657,-0.240863823
O43660,-0.00604663
O43663,-0.067225673
O43665-3,-0.590338533
O43676,-0.003602237
O43678,-0.085560625
O43681,-0.053528441
O43683,-0.155231116
O43684,0.125903408
O43707,0.188824937
O43709,0.300110831
O43715,0.115050483
O43719,0.020559942
O43739,-0.166329818
O43752,-0.032524066
O43765,-0.042224074
O43776,0.026396071
O43791,-1.348742316
O43795,-0.039980598
O43805,-0.054501216
O43808,-0.056167306
O43809,0.01514091
O43813,-0.029841557
O43815,0.054302412
O43818,-0.09396575
O43819,-0.388244653
O43823,-0.005328121
O43824,0.017198037
O43837,-0.345850517
O43852-3,0.313064769
O43852-4,0.332116955
O43854,0.888648124
O43861,-1.483415958
O43865,-0.105946212
O43896,0.136695841
O43913,-0.087327052
O43920,0.060261892
O43924,0.188150877
O43933,-0.210638228
O60216,0.119087266
O60220,0.155501861
O60231,-0.062950609
O60232,0.072300722
O60244,-0.02034218
O60256,-0.051163253
O60264,-0.059355278
O60271-4,-0.105007525
O60279,1.624109803
O60281,0.086461418
O60282,0.531927647
O60287,-0.10017032
O60292,0.045878153
O60293,-0.036186803
O60299,-0.075053365
O60306,-0.011066201
O60313-2,-0.02474519
O60315,0.131092028
O60318,0.040200175
O60331-3,0.11523799
O60333-2,0.013072154
O60333-3,0.23779578
O60341,0.07710191
O60343,0.06799932
O60347,0.088438794
O60353,0.379620039
O60427,0.279301266
O60437,-0.519340608
O60443,-0.215243704
O60462-3,0.567403984
O60476,0.284141764
O60488,0.077436766
O60493,-0.038997979
O60499,0.114847378
O60502,-0.105812151
O60503,0.05494671
O60506,-0.068189259
O60507,0.155341181
O60508,-0.167100969
O60518,-0.053528441
O60524,-0.01678155
O60547,-0.021906077
O60551,0.17545208
O60563,-0.042644337
O60565,1.64606701
O60566-3,-0.095181789
O60568,0.134682929
O60573,-0.118492626
O60583,-0.352080514
O60603,0.852875685
O60610,0.03157742
O60613,0.272367024
O60645,-0.031112841
O60664,0.057136475
O60669,0.462276531
O60671,0.015024281
O60673,-0.003026483
O60675,-0.199499604
O60678,-0.399444565
O60684,0.037710112
O60701,0.023665695
O60704,0.096344666
O60716-3,0.160862741
O60725,0.186820121
O60739,-0.095586908
O60749,-0.073408955
O60763,0.045089035
O60783,-0.009347172
O60784,0.04279857
O60825,0.067863218
O60826,-0.097745622
O60828,0.165175541
O60832,-0.074916402
O60841,-0.074916402
O60869,0.020179508
O60870,0.075930527
O60884,-0.199122642
O60885,0.437935901
O60888-2,0.009233882
O60890,0.080057411
O60907-2,0.126297025
O60911,-0.283329168
O60921,0.051862683
O60925,0.028366324
O60927,-0.141432791
O60930,0.146291723
O60934,-0.110496882
O60941,-0.005328121
O60942,-0.116364757
O75027-2,0.185572626
O75044,0.006535764
O75051,0.129749714
O75054,0.226746306
O75061-2,-0.194843512
O75063,0.063891657
O75071,-0.317188278
O75083,0.165466756
O75110,0.448488904
O75113,-0.221567789
O75116,0.06818081
O75131,-0.195095577
